,Optimal Height,Optimal Value,Scenario
1129,[13. 13. 13. 13. 13. 13. 13.],16624884512.588945,3
1130,[13. 13. 13. 13. 13. 13. 13.],13748579805.606909,3
1131,[13. 13. 13. 13. 13. 13. 13.],15792690143.530073,3
1132,[12. 12. 12. 12. 12. 12. 12.],8887848944.916683,3
1133,[14. 14. 14. 14. 14. 14. 14.],20079768518.821884,3
1134,[13. 13. 13. 13. 13. 13. 13.],13743760896.859615,3
1135,[14. 14. 14. 14. 14. 14. 14.],20521321425.12325,3
1136,[13. 13. 13. 13. 13. 13. 13.],12922638282.566317,3
1137,[12. 12. 12. 12. 12. 12. 12.],12115251003.485752,3
1138,[16. 16. 16. 16. 16. 16. 16.],28922982750.325577,3
1139,[13. 13. 13. 13. 13. 13. 13.],13343065167.05988,3
1140,[13. 13. 13. 13. 13. 13. 13.],13338444360.562199,3
1141,[14. 14. 14. 14. 14. 14. 14.],19207996989.452145,3
1142,[11. 11. 11. 11. 11. 11. 11.],5294111108.019867,3
1143,[11. 11. 11. 11. 11. 11. 11.],7695954481.9355545,3
1144,[17. 17. 17. 17. 17. 17. 17.],37202242970.4842,3
1145,[11. 11. 11. 11. 11. 11. 11.],6090017679.756498,3
1146,[13. 13. 13. 13. 13. 13. 13.],13740128559.950558,3
1147,[15. 15. 15. 15. 15. 15. 15.],22868000237.38973,3
1148,[14. 14. 14. 14. 14. 14. 14.],17468261055.773266,3
1149,[16. 16. 16. 16. 16. 16. 16.],30217302351.04597,3
1150,[13. 13. 13. 13. 13. 13. 13.],14150629062.052952,3
1151,[14. 14. 14. 14. 14. 14. 14.],20968553398.468277,3
1152,[16. 16. 16. 16. 16. 16. 16.],28298110040.333065,3
1153,[14. 14. 14. 14. 14. 14. 14.],20522664365.82677,3
1154,[16. 16. 16. 16. 16. 16. 16.],32263708412.54989,3
1155,[9. 9. 9. 9. 9. 9. 9.],-2139024617.634951,3
1156,[12. 12. 12. 12. 12. 12. 12.],11721116628.776384,3
1157,[15. 15. 15. 15. 15. 15. 15.],23831070178.269028,3
1158,[11. 11. 11. 11. 11. 11. 11.],7292164014.202509,3
1159,[12. 12. 12. 12. 12. 12. 12.],10094364446.597147,3
1160,[11. 11. 11. 11. 11. 11. 11.],5694271447.916521,3
1161,[14. 14. 14. 14. 14. 14. 14.],19194688241.583096,3
1162,[13. 13. 13. 13. 13. 13. 13.],13749687677.939373,3
1163,[14. 14. 14. 14. 14. 14. 14.],17908602503.70717,3
1164,[14. 14. 14. 14. 14. 14. 14.],18777880595.015892,3
1165,[13. 13. 13. 13. 13. 13. 13.],12931077239.92422,3
1166,[12. 12. 12. 12. 12. 12. 12.],10507756039.489824,3
1167,[11. 11. 11. 11. 11. 11. 11.],6485275422.160103,3
1168,[14. 14. 14. 14. 14. 14. 14.],19208169723.267292,3
1169,[13. 13. 13. 13. 13. 13. 13.],17058420786.106325,3
1170,[13. 13. 13. 13. 13. 13. 13.],14574121442.875212,3
1171,[12. 12. 12. 12. 12. 12. 12.],9692388926.562775,3
1172,[15. 15. 15. 15. 15. 15. 15.],23848292556.68084,3
1173,[14. 14. 14. 14. 14. 14. 14.],19211862528.278454,3
1174,[12. 12. 12. 12. 12. 12. 12.],12119865147.603996,3
1175,[13. 13. 13. 13. 13. 13. 13.],13342072324.556293,3
1176,[12. 12. 12. 12. 12. 12. 12.],11709266111.5794,3
1177,[12. 12. 12. 12. 12. 12. 12.],11304314760.29397,3
1178,[16. 16. 16. 16. 16. 16. 16.],27019375705.384296,3
1179,[13. 13. 13. 13. 13. 13. 13.],15799076309.754461,3
1180,[12. 12. 12. 12. 12. 12. 12.],9700625946.827673,3
1181,[14. 14. 14. 14. 14. 14. 14.],20066724902.80499,3
1182,[14. 14. 14. 14. 14. 14. 14.],19636023967.30024,3
1183,[11. 11. 11. 11. 11. 11. 11.],6092550224.897231,3
1184,[12. 12. 12. 12. 12. 12. 12.],9705530329.04364,3
1185,[15. 15. 15. 15. 15. 15. 15.],22852386695.599922,3
1186,[13. 13. 13. 13. 13. 13. 13.],16629457611.097172,3
1187,[15. 15. 15. 15. 15. 15. 15.],23352490518.699673,3
1188,[12. 12. 12. 12. 12. 12. 12.],10094065772.42892,3
1189,[13. 13. 13. 13. 13. 13. 13.],14987333987.220844,3
1190,[17. 17. 17. 17. 17. 17. 17.],35483409869.74077,3
1191,[12. 12. 12. 12. 12. 12. 12.],11722192117.806913,3
1192,[12. 12. 12. 12. 12. 12. 12.],11305678521.291683,3
1193,[14. 14. 14. 14. 14. 14. 14.],20517149176.704796,3
1194,[15. 15. 15. 15. 15. 15. 15.],22854914041.57815,3
1195,[14. 14. 14. 14. 14. 14. 14.],17467952531.379032,3
1196,[15. 15. 15. 15. 15. 15. 15.],24837030986.55478,3
1197,[17. 17. 17. 17. 17. 17. 17.],41836627820.60309,3
1198,[15. 15. 15. 15. 15. 15. 15.],23355283165.95998,3
1199,[11. 11. 11. 11. 11. 11. 11.],5685312796.405189,3
1200,[15. 15. 15. 15. 15. 15. 15.],21895460154.381878,3
1201,[11. 11. 11. 11. 11. 11. 11.],4891119933.1925955,3
1202,[13. 13. 13. 13. 13. 13. 13.],13341595921.367222,3
1203,[12. 12. 12. 12. 12. 12. 12.],12942223783.775448,3
1204,[14. 14. 14. 14. 14. 14. 14.],17467282248.73758,3
1205,[12. 12. 12. 12. 12. 12. 12.],10508986287.176708,3
1206,[14. 14. 14. 14. 14. 14. 14.],17480909510.98952,3
1207,[14. 14. 14. 14. 14. 14. 14.],21429280878.219788,3
1208,[11. 11. 11. 11. 11. 11. 11.],7283257228.493201,3
1209,[17. 17. 17. 17. 17. 17. 17.],32980150046.46261,3
1210,[12. 12. 12. 12. 12. 12. 12.],12123070653.871187,3
1211,[13. 13. 13. 13. 13. 13. 13.],15802879695.592268,3
1212,[15. 15. 15. 15. 15. 15. 15.],22375176978.887207,3
1213,[12. 12. 12. 12. 12. 12. 12.],9694169167.801292,3
1214,[15. 15. 15. 15. 15. 15. 15.],25342495257.47993,3
1215,[15. 15. 15. 15. 15. 15. 15.],22853911672.647568,3
1216,[12. 12. 12. 12. 12. 12. 12.],12114800041.24291,3
1217,[14. 14. 14. 14. 14. 14. 14.],20525772769.941433,3
1218,[15. 15. 15. 15. 15. 15. 15.],23846243506.472584,3
1219,[13. 13. 13. 13. 13. 13. 13.],15384123806.819946,3
1220,[13. 13. 13. 13. 13. 13. 13.],14982435603.754253,3
1221,[13. 13. 13. 13. 13. 13. 13.],13337773812.20015,3
1222,[15. 15. 15. 15. 15. 15. 15.],22868486969.95282,3
1223,[15. 15. 15. 15. 15. 15. 15.],22851613161.04995,3
1224,[14. 14. 14. 14. 14. 14. 14.],20963622150.35783,3
1225,[12. 12. 12. 12. 12. 12. 12.],10907055031.718105,3
1226,[11. 11. 11. 11. 11. 11. 11.],5699751534.029565,3
1227,[13. 13. 13. 13. 13. 13. 13.],16622043512.383852,3
1228,[14. 14. 14. 14. 14. 14. 14.],18342323041.475742,3
1229,[14. 14. 14. 14. 14. 14. 14.],18344582366.86968,3
1230,[11. 11. 11. 11. 11. 11. 11.],8097430567.708128,3
1231,[15. 15. 15. 15. 15. 15. 15.],21891550744.839993,3
1232,[16. 16. 16. 16. 16. 16. 16.],26432583531.68908,3
1233,[11. 11. 11. 11. 11. 11. 11.],8096820260.858645,3
1234,[15. 15. 15. 15. 15. 15. 15.],21415829202.761837,3
1235,[14. 14. 14. 14. 14. 14. 14.],17042236416.878742,3
1236,[13. 13. 13. 13. 13. 13. 13.],13756950112.06995,3
1237,[10. 10. 10. 10. 10. 10. 10.],2895453956.315716,3
1238,[12. 12. 12. 12. 12. 12. 12.],9294678566.85925,3
1239,[14. 14. 14. 14. 14. 14. 14.],19199444945.972958,3
1240,[13. 13. 13. 13. 13. 13. 13.],16626280931.952919,3
1241,[14. 14. 14. 14. 14. 14. 14.],17472740315.156162,3
1242,[16. 16. 16. 16. 16. 16. 16.],30877931571.43567,3
1243,[11. 11. 11. 11. 11. 11. 11.],7297069420.166653,3
1244,[12. 12. 12. 12. 12. 12. 12.],12128881569.9516,3
1245,[16. 16. 16. 16. 16. 16. 16.],27026581149.75933,3
1246,[14. 14. 14. 14. 14. 14. 14.],20974020389.32514,3
1247,[14. 14. 14. 14. 14. 14. 14.],20520868476.731617,3
1248,[13. 13. 13. 13. 13. 13. 13.],13748951791.091928,3
1249,[15. 15. 15. 15. 15. 15. 15.],22857417054.3342,3
1250,[16. 16. 16. 16. 16. 16. 16.],29566080729.77303,3
1251,[15. 15. 15. 15. 15. 15. 15.],21416420139.82465,3
1252,[14. 14. 14. 14. 14. 14. 14.],20085260078.727905,3
1253,[12. 12. 12. 12. 12. 12. 12.],10515425471.477524,3
1254,[14. 14. 14. 14. 14. 14. 14.],17480333154.800877,3
1255,[16. 16. 16. 16. 16. 16. 16.],27655307768.644943,3
1256,[12. 12. 12. 12. 12. 12. 12.],11712653537.493727,3
1257,[16. 16. 16. 16. 16. 16. 16.],28288713680.956005,3
1258,[14. 14. 14. 14. 14. 14. 14.],17899152157.644104,3
1259,[13. 13. 13. 13. 13. 13. 13.],15393417112.623064,3
1260,[11. 11. 11. 11. 11. 11. 11.],6088573959.471713,3
1261,[12. 12. 12. 12. 12. 12. 12.],12123882444.422365,3
1262,[12. 12. 12. 12. 12. 12. 12.],10109152300.429438,3
1263,[13. 13. 13. 13. 13. 13. 13.],14558949784.825771,3
1264,[14. 14. 14. 14. 14. 14. 14.],18760752328.465496,3
1265,[16. 16. 16. 16. 16. 16. 16.],28936578921.69763,3
1266,[11. 11. 11. 11. 11. 11. 11.],6502155990.563406,3
1267,[12. 12. 12. 12. 12. 12. 12.],9703647014.919085,3
1268,[12. 12. 12. 12. 12. 12. 12.],9702055561.484467,3
1269,[17. 17. 17. 17. 17. 17. 17.],35482225017.59603,3
1270,[13. 13. 13. 13. 13. 13. 13.],14566812347.51837,3
1271,[14. 14. 14. 14. 14. 14. 14.],17048286746.142973,3
1272,[13. 13. 13. 13. 13. 13. 13.],14159255088.947369,3
1273,[12. 12. 12. 12. 12. 12. 12.],12128038897.649061,3
1274,[15. 15. 15. 15. 15. 15. 15.],21421029315.783897,3
1275,[12. 12. 12. 12. 12. 12. 12.],11315477356.770435,3
1276,[14. 14. 14. 14. 14. 14. 14.],19194438169.696796,3
1277,[14. 14. 14. 14. 14. 14. 14.],20955295974.79584,3
1278,[11. 11. 11. 11. 11. 11. 11.],7285640436.131129,3
1279,[13. 13. 13. 13. 13. 13. 13.],16219376908.622452,3
1280,[14. 14. 14. 14. 14. 14. 14.],18329752669.339493,3
1281,[15. 15. 15. 15. 15. 15. 15.],23341535595.346527,3
1282,[13. 13. 13. 13. 13. 13. 13.],15380228703.967623,3
1283,[14. 14. 14. 14. 14. 14. 14.],19202422591.439262,3
1284,[16. 16. 16. 16. 16. 16. 16.],28290716119.02549,3
1285,[15. 15. 15. 15. 15. 15. 15.],21894834174.190865,3
1286,[15. 15. 15. 15. 15. 15. 15.],21898268200.89052,3
1287,[12. 12. 12. 12. 12. 12. 12.],12519416012.78714,3
1288,[15. 15. 15. 15. 15. 15. 15.],22369219607.840626,3
1289,[11. 11. 11. 11. 11. 11. 11.],7690545927.635858,3
1290,[16. 16. 16. 16. 16. 16. 16.],29573924588.018967,3
1291,[12. 12. 12. 12. 12. 12. 12.],12111530148.359121,3
1292,[12. 12. 12. 12. 12. 12. 12.],11709908967.102184,3
1293,[14. 14. 14. 14. 14. 14. 14.],17475526395.019154,3
1294,[13. 13. 13. 13. 13. 13. 13.],15390317888.955696,3
1295,[13. 13. 13. 13. 13. 13. 13.],12933621300.471622,3
1296,[13. 13. 13. 13. 13. 13. 13.],13348818592.669815,3
1297,[14. 14. 14. 14. 14. 14. 14.],18775617932.84091,3
1298,[12. 12. 12. 12. 12. 12. 12.],12123702227.583858,3
1299,[15. 15. 15. 15. 15. 15. 15.],21411289221.644196,3
1300,[13. 13. 13. 13. 13. 13. 13.],15795838519.857555,3
1301,[14. 14. 14. 14. 14. 14. 14.],19194713547.74594,3
1302,[14. 14. 14. 14. 14. 14. 14.],17474340982.65222,3
1303,[16. 16. 16. 16. 16. 16. 16.],26428967386.787457,3
1304,[15. 15. 15. 15. 15. 15. 15.],24330980518.290253,3
1305,[11. 11. 11. 11. 11. 11. 11.],7289129337.421551,3
1306,[13. 13. 13. 13. 13. 13. 13.],15793294232.227528,3
1307,[16. 16. 16. 16. 16. 16. 16.],27657752697.993374,3
1308,[12. 12. 12. 12. 12. 12. 12.],10507939708.657846,3
1309,[11. 11. 11. 11. 11. 11. 11.],8499423887.420553,3
1310,[13. 13. 13. 13. 13. 13. 13.],14979381675.828224,3
1311,[13. 13. 13. 13. 13. 13. 13.],14567998995.977697,3
1312,[12. 12. 12. 12. 12. 12. 12.],9289803406.988625,3
1313,[12. 12. 12. 12. 12. 12. 12.],12527591182.657074,3
1314,[12. 12. 12. 12. 12. 12. 12.],10916130924.485065,3
1315,[14. 14. 14. 14. 14. 14. 14.],20527070445.272793,3
1316,[15. 15. 15. 15. 15. 15. 15.],22856908946.59491,3
1317,[14. 14. 14. 14. 14. 14. 14.],17482108005.223152,3
1318,[13. 13. 13. 13. 13. 13. 13.],14158382806.301836,3
1319,[14. 14. 14. 14. 14. 14. 14.],18342055041.950966,3
1320,[13. 13. 13. 13. 13. 13. 13.],14158284044.23568,3
1321,[11. 11. 11. 11. 11. 11. 11.],8487116547.775059,3
1322,[15. 15. 15. 15. 15. 15. 15.],24833166683.959007,3
1323,[16. 16. 16. 16. 16. 16. 16.],32252439377.889126,3
1324,[14. 14. 14. 14. 14. 14. 14.],18342735733.22795,3
1325,[15. 15. 15. 15. 15. 15. 15.],22369833371.70511,3
1326,[13. 13. 13. 13. 13. 13. 13.],16632634166.808613,3
1327,[10. 10. 10. 10. 10. 10. 10.],3699145316.5436263,3
1328,[12. 12. 12. 12. 12. 12. 12.],11305852866.716494,3
1329,[15. 15. 15. 15. 15. 15. 15.],23832860596.339146,3
1330,[14. 14. 14. 14. 14. 14. 14.],17040644641.772228,3
1331,[15. 15. 15. 15. 15. 15. 15.],25354150867.070545,3
1332,[14. 14. 14. 14. 14. 14. 14.],19641639238.851334,3
1333,[14. 14. 14. 14. 14. 14. 14.],18778992965.001762,3
1334,[12. 12. 12. 12. 12. 12. 12.],9301296194.450312,3
1335,[10. 10. 10. 10. 10. 10. 10.],3307636857.6433454,3
1336,[14. 14. 14. 14. 14. 14. 14.],18778444695.46401,3
1337,[13. 13. 13. 13. 13. 13. 13.],15384986478.390427,3
1338,[18. 18. 18. 18. 18. 18. 18.],41825883325.240074,3
1339,[14. 14. 14. 14. 14. 14. 14.],18777184374.322437,3
1340,[13. 13. 13. 13. 13. 13. 13.],15385134980.483114,3
1341,[13. 13. 13. 13. 13. 13. 13.],14163491771.390404,3
1342,[17. 17. 17. 17. 17. 17. 17.],34623366204.666794,3
1343,[11. 11. 11. 11. 11. 11. 11.],7294195177.501753,3
1344,[14. 14. 14. 14. 14. 14. 14.],17909914271.823784,3
1345,[12. 12. 12. 12. 12. 12. 12.],9700118645.70954,3
1346,[11. 11. 11. 11. 11. 11. 11.],7682721884.965838,3
1347,[12. 12. 12. 12. 12. 12. 12.],12523796434.501715,3
1348,[14. 14. 14. 14. 14. 14. 14.],20971903547.696724,3
1349,[13. 13. 13. 13. 13. 13. 13.],14563147452.557611,3
1350,[13. 13. 13. 13. 13. 13. 13.],14167113877.840988,3
1351,[12. 12. 12. 12. 12. 12. 12.],12127195153.690882,3
1352,[13. 13. 13. 13. 13. 13. 13.],15809560685.547836,3
1353,[14. 14. 14. 14. 14. 14. 14.],20974413678.799057,3
1354,[12. 12. 12. 12. 12. 12. 12.],12527202681.950405,3
1355,[14. 14. 14. 14. 14. 14. 14.],18345569672.461517,3
1356,[14. 14. 14. 14. 14. 14. 14.],17484093874.328533,3
1357,[12. 12. 12. 12. 12. 12. 12.],10505493968.578268,3
1358,[15. 15. 15. 15. 15. 15. 15.],23356723487.926147,3
1359,[13. 13. 13. 13. 13. 13. 13.],16628982302.999683,3
1360,[13. 13. 13. 13. 13. 13. 13.],13742656214.229872,3
1361,[15. 15. 15. 15. 15. 15. 15.],23847431823.2813,3
1362,[17. 17. 17. 17. 17. 17. 17.],35486322918.93038,3
1363,[16. 16. 16. 16. 16. 16. 16.],28292313766.298653,3
1364,[14. 14. 14. 14. 14. 14. 14.],17913015797.143097,3
1365,[12. 12. 12. 12. 12. 12. 12.],11718301389.815832,3
1366,[14. 14. 14. 14. 14. 14. 14.],20079654471.568172,3
1367,[11. 11. 11. 11. 11. 11. 11.],7683478012.728523,3
1368,[12. 12. 12. 12. 12. 12. 12.],11719874454.48992,3
1369,[14. 14. 14. 14. 14. 14. 14.],17479097242.253265,3
1370,[14. 14. 14. 14. 14. 14. 14.],20522547198.287964,3
1371,[14. 14. 14. 14. 14. 14. 14.],17898834104.6967,3
1372,[14. 14. 14. 14. 14. 14. 14.],17472279757.529667,3
1373,[14. 14. 14. 14. 14. 14. 14.],19645975307.572277,3
1374,[11. 11. 11. 11. 11. 11. 11.],7290630519.863285,3
1375,[13. 13. 13. 13. 13. 13. 13.],14561660729.689297,3
1376,[13. 13. 13. 13. 13. 13. 13.],14982474408.426502,3
1377,[16. 16. 16. 16. 16. 16. 16.],32263625194.37497,3
1378,[13. 13. 13. 13. 13. 13. 13.],16207080394.13724,3
1379,[13. 13. 13. 13. 13. 13. 13.],16212969779.997797,3
1380,[15. 15. 15. 15. 15. 15. 15.],21416588855.492046,3
1381,[13. 13. 13. 13. 13. 13. 13.],13744557366.521923,3
1382,[12. 12. 12. 12. 12. 12. 12.],11319633044.089727,3
1383,[11. 11. 11. 11. 11. 11. 11.],7287372230.846905,3
1384,[15. 15. 15. 15. 15. 15. 15.],23837095999.997917,3
1385,[13. 13. 13. 13. 13. 13. 13.],14565228981.569324,3
1386,[11. 11. 11. 11. 11. 11. 11.],8091261938.528866,3
1387,[14. 14. 14. 14. 14. 14. 14.],18774094614.59464,3
1388,[15. 15. 15. 15. 15. 15. 15.],23340624484.116962,3
1389,[17. 17. 17. 17. 17. 17. 17.],35476028479.89113,3
1390,[11. 11. 11. 11. 11. 11. 11.],7691100795.683577,3
1391,[15. 15. 15. 15. 15. 15. 15.],21884672025.988117,3
1392,[12. 12. 12. 12. 12. 12. 12.],11724142638.367582,3
1393,[13. 13. 13. 13. 13. 13. 13.],15389870452.620932,3
1394,[10. 10. 10. 10. 10. 10. 10.],3706952619.1013556,3
1395,[12. 12. 12. 12. 12. 12. 12.],12519676543.583174,3
1396,[13. 13. 13. 13. 13. 13. 13.],14572922839.304892,3
1397,[14. 14. 14. 14. 14. 14. 14.],19635449220.918095,3
1398,[13. 13. 13. 13. 13. 13. 13.],15800276128.611923,3
1399,[14. 14. 14. 14. 14. 14. 14.],19197917198.56992,3
1400,[16. 16. 16. 16. 16. 16. 16.],32249526524.73031,3
1401,[16. 16. 16. 16. 16. 16. 16.],29566410903.441967,3
1402,[16. 16. 16. 16. 16. 16. 16.],32258170845.244724,3
1403,[12. 12. 12. 12. 12. 12. 12.],9286037666.745981,3
1404,[15. 15. 15. 15. 15. 15. 15.],21888150243.01979,3
1405,[16. 16. 16. 16. 16. 16. 16.],27015406581.96775,3
1406,[13. 13. 13. 13. 13. 13. 13.],17056025331.720602,3
1407,[12. 12. 12. 12. 12. 12. 12.],9290246966.616278,3
1408,[12. 12. 12. 12. 12. 12. 12.],9301690658.250628,3
1409,[11. 11. 11. 11. 11. 11. 11.],6895213276.826887,3
1410,[14. 14. 14. 14. 14. 14. 14.],19632920081.785007,3
1411,[12. 12. 12. 12. 12. 12. 12.],12532215852.392542,3
1412,[12. 12. 12. 12. 12. 12. 12.],9286979779.281637,3
1413,[13. 13. 13. 13. 13. 13. 13.],16623832828.58748,3
1414,[13. 13. 13. 13. 13. 13. 13.],14576274595.834324,3
1415,[18. 18. 18. 18. 18. 18. 18.],42921319775.27874,3
1416,[12. 12. 12. 12. 12. 12. 12.],11320813058.307055,3
1417,[14. 14. 14. 14. 14. 14. 14.],18345096136.744556,3
1418,[14. 14. 14. 14. 14. 14. 14.],20973604710.69728,3
1419,[15. 15. 15. 15. 15. 15. 15.],23355269047.89837,3
1420,[15. 15. 15. 15. 15. 15. 15.],25350779274.943184,3
1421,[10. 10. 10. 10. 10. 10. 10.],2898039454.492534,3
1422,[14. 14. 14. 14. 14. 14. 14.],19632193719.809513,3
1423,[12. 12. 12. 12. 12. 12. 12.],12118656716.654175,3
1424,[12. 12. 12. 12. 12. 12. 12.],8885430129.031803,3
1425,[13. 13. 13. 13. 13. 13. 13.],14564410105.567183,3
1426,[15. 15. 15. 15. 15. 15. 15.],25347714114.796734,3
1427,[14. 14. 14. 14. 14. 14. 14.],21428634784.024506,3
1428,[14. 14. 14. 14. 14. 14. 14.],19193342272.69966,3
1429,[13. 13. 13. 13. 13. 13. 13.],14158956433.82731,3
1430,[14. 14. 14. 14. 14. 14. 14.],17907199083.024094,3
1431,[15. 15. 15. 15. 15. 15. 15.],22862008735.683613,3
1432,[14. 14. 14. 14. 14. 14. 14.],19635056575.473335,3
1433,[13. 13. 13. 13. 13. 13. 13.],16633366174.401567,3
1434,[14. 14. 14. 14. 14. 14. 14.],19647645875.566956,3
1435,[16. 16. 16. 16. 16. 16. 16.],26421246094.185726,3
1436,[14. 14. 14. 14. 14. 14. 14.],17044574241.9004,3
1437,[12. 12. 12. 12. 12. 12. 12.],10505257375.721731,3
1438,[10. 10. 10. 10. 10. 10. 10.],2905315561.0478854,3
1439,[13. 13. 13. 13. 13. 13. 13.],13750597499.446894,3
1440,[16. 16. 16. 16. 16. 16. 16.],29579867168.450806,3
1441,[16. 16. 16. 16. 16. 16. 16.],26434065864.145035,3
1442,[15. 15. 15. 15. 15. 15. 15.],25352030016.493263,3
1443,[14. 14. 14. 14. 14. 14. 14.],19196653447.675148,3
1444,[17. 17. 17. 17. 17. 17. 17.],35474157997.14235,3
1445,[14. 14. 14. 14. 14. 14. 14.],21426872290.58023,3
1446,[17. 17. 17. 17. 17. 17. 17.],35480615802.32007,3
1447,[16. 16. 16. 16. 16. 16. 16.],28933031372.284805,3
1448,[12. 12. 12. 12. 12. 12. 12.],11312357753.236795,3
1449,[13. 13. 13. 13. 13. 13. 13.],15380351114.284182,3
1450,[14. 14. 14. 14. 14. 14. 14.],17472993891.30284,3
1451,[14. 14. 14. 14. 14. 14. 14.],17050678976.240046,3
1452,[15. 15. 15. 15. 15. 15. 15.],21887741758.763783,3
1453,[13. 13. 13. 13. 13. 13. 13.],14972392736.824106,3
1454,[11. 11. 11. 11. 11. 11. 11.],6489705197.212185,3
1455,[12. 12. 12. 12. 12. 12. 12.],8892747977.12058,3
1456,[13. 13. 13. 13. 13. 13. 13.],16637557522.98471,3
1457,[14. 14. 14. 14. 14. 14. 14.],18342863245.53034,3
1458,[13. 13. 13. 13. 13. 13. 13.],13336635707.27387,3
1459,[14. 14. 14. 14. 14. 14. 14.],19644556044.58465,3
1460,[12. 12. 12. 12. 12. 12. 12.],10514608489.53088,3
1461,[13. 13. 13. 13. 13. 13. 13.],14559349493.51076,3
1462,[13. 13. 13. 13. 13. 13. 13.],16630153241.896282,3
1463,[17. 17. 17. 17. 17. 17. 17.],38077374330.048706,3
1464,[11. 11. 11. 11. 11. 11. 11.],8901543790.36082,3
1465,[9. 9. 9. 9. 9. 9. 9.],-2220424872.6670456,3
1466,[15. 15. 15. 15. 15. 15. 15.],22377225676.412067,3
1467,[11. 11. 11. 11. 11. 11. 11.],8899805570.386923,3
1468,[13. 13. 13. 13. 13. 13. 13.],16224558800.554316,3
1469,[14. 14. 14. 14. 14. 14. 14.],19207299408.037987,3
1470,[14. 14. 14. 14. 14. 14. 14.],19633899843.85665,3
1471,[14. 14. 14. 14. 14. 14. 14.],18339498845.952053,3
1472,[12. 12. 12. 12. 12. 12. 12.],10496159411.03426,3
1473,[16. 16. 16. 16. 16. 16. 16.],29578764766.412975,3
1474,[10. 10. 10. 10. 10. 10. 10.],2902995004.423475,3
1475,[14. 14. 14. 14. 14. 14. 14.],20973557681.293842,3
1476,[16. 16. 16. 16. 16. 16. 16.],27026484905.07095,3
1477,[15. 15. 15. 15. 15. 15. 15.],22372475841.91695,3
1478,[11. 11. 11. 11. 11. 11. 11.],5294913113.266867,3
1479,[14. 14. 14. 14. 14. 14. 14.],18770092087.243706,3
1480,[11. 11. 11. 11. 11. 11. 11.],8501611022.754478,3
1481,[13. 13. 13. 13. 13. 13. 13.],16224093563.832853,3
1482,[12. 12. 12. 12. 12. 12. 12.],9286924879.635319,3
1483,[12. 12. 12. 12. 12. 12. 12.],10917880621.137278,3
1484,[16. 16. 16. 16. 16. 16. 16.],30886812287.365368,3
1485,[14. 14. 14. 14. 14. 14. 14.],17912412647.014057,3
1486,[13. 13. 13. 13. 13. 13. 13.],14982883660.46139,3
1487,[17. 17. 17. 17. 17. 17. 17.],36341525111.07952,3
1488,[14. 14. 14. 14. 14. 14. 14.],19632609779.207867,3
1489,[14. 14. 14. 14. 14. 14. 14.],20518709741.59833,3
1490,[13. 13. 13. 13. 13. 13. 13.],14560656828.812727,3
1491,[15. 15. 15. 15. 15. 15. 15.],23844678847.030807,3
1492,[12. 12. 12. 12. 12. 12. 12.],9706152521.363543,3
1493,[13. 13. 13. 13. 13. 13. 13.],15393271202.040415,3
1494,[15. 15. 15. 15. 15. 15. 15.],23348874421.60069,3
1495,[17. 17. 17. 17. 17. 17. 17.],35488364105.43714,3
1496,[17. 17. 17. 17. 17. 17. 17.],32991676260.81521,3
1497,[12. 12. 12. 12. 12. 12. 12.],10508888498.323257,3
1498,[15. 15. 15. 15. 15. 15. 15.],23837381048.864075,3
1499,[11. 11. 11. 11. 11. 11. 11.],8082691713.166134,3
